W0, SFE_target, SFE_actual, seed, F_bound, n_iter, N_part
3.000000, 0.250000, 0.250000, 9835844.000000, 0.000000, 14.000000, 10000.000000
3.000000, 0.250000, 0.250000, 77621648.000000, 0.000000, 15.000000, 10000.000000
3.000000, 0.250000, 0.250000, 65802579.000000, 0.000000, 16.000000, 10000.000000
3.000000, 0.250000, 0.250000, 44448965.000000, 0.000000, 14.000000, 10000.000000
3.000000, 0.250000, 0.250000, 43868507.000000, 0.000000, 15.000000, 10000.000000
3.000000, 0.250000, 0.250000, 86001193.000000, 0.000000, 15.000000, 10000.000000
3.000000, 0.250000, 0.250000, 9508618.000000, 0.000000, 16.000000, 10000.000000
3.000000, 0.250000, 0.250000, 70039434.000000, 0.000000, 15.000000, 10000.000000
3.000000, 0.250000, 0.250000, 20945483.000000, 0.000000, 15.000000, 10000.000000
3.000000, 0.250000, 0.250000, 10323557.000000, 0.000000, 15.000000, 10000.000000
3.000000, 0.250000, 0.250000, 53121418.000000, 0.000000, 15.000000, 10000.000000
3.000000, 0.250000, 0.250000, 97586611.000000, 0.000000, 16.000000, 10000.000000
3.000000, 0.250000, 0.250000, 73839483.000000, 0.000000, 16.000000, 10000.000000
3.000000, 0.250000, 0.250000, 76352829.000000, 0.000000, 17.000000, 10000.000000
3.000000, 0.250000, 0.250000, 72030249.000000, 0.000000, 15.000000, 10000.000000
3.000000, 0.250000, 0.250000, 78820365.000000, 0.000000, 15.000000, 10000.000000
3.000000, 0.250000, 0.250000, 51809430.000000, 0.000000, 15.000000, 10000.000000
3.000000, 0.250000, 0.250000, 13683249.000000, 0.000000, 16.000000, 10000.000000
3.000000, 0.250000, 0.250000, 84135073.000000, 0.000000, 15.000000, 10000.000000
3.000000, 0.250000, 0.250000, 45588207.000000, 0.000000, 16.000000, 10000.000000
3.000000, 0.250000, 0.250000, 50534839.000000, 0.000000, 14.000000, 10000.000000
3.000000, 0.250000, 0.250000, 37709004.000000, 0.000000, 16.000000, 10000.000000
3.000000, 0.250000, 0.250000, 19072413.000000, 0.000000, 15.000000, 10000.000000
3.000000, 0.250000, 0.250000, 92749732.000000, 0.000000, 14.000000, 10000.000000
3.000000, 0.250000, 0.250000, 78375177.000000, 0.000000, 15.000000, 10000.000000
3.000000, 0.250000, 0.250000, 64742646.000000, 0.000000, 16.000000, 10000.000000
3.000000, 0.250000, 0.250000, 40839021.000000, 0.000000, 17.000000, 10000.000000
3.000000, 0.250000, 0.250000, 82453398.000000, 0.000000, 15.000000, 10000.000000
3.000000, 0.250000, 0.250000, 54997482.000000, 0.000000, 16.000000, 10000.000000
3.000000, 0.250000, 0.250000, 44898005.000000, 0.000000, 14.000000, 10000.000000
3.000000, 0.250000, 0.250000, 45595495.000000, 0.000000, 16.000000, 10000.000000
3.000000, 0.250000, 0.250000, 23496633.000000, 0.000000, 14.000000, 10000.000000
3.000000, 0.250000, 0.250000, 10121455.000000, 0.000000, 14.000000, 10000.000000
3.000000, 0.250000, 0.250000, 55903893.000000, 0.000000, 15.000000, 10000.000000
3.000000, 0.250000, 0.250000, 88901093.000000, 0.000000, 16.000000, 10000.000000
3.000000, 0.250000, 0.250000, 7317908.000000, 0.000000, 14.000000, 10000.000000
3.000000, 0.250000, 0.250000, 85970837.000000, 0.000000, 15.000000, 10000.000000
3.000000, 0.250000, 0.250000, 82935485.000000, 0.000000, 15.000000, 10000.000000
3.000000, 0.250000, 0.250000, 28399209.000000, 0.000000, 16.000000, 10000.000000
3.000000, 0.250000, 0.250000, 63534774.000000, 0.000000, 17.000000, 10000.000000
3.000000, 0.250000, 0.250000, 17357678.000000, 0.000000, 15.000000, 10000.000000
3.000000, 0.250000, 0.250000, 76050685.000000, 0.000000, 16.000000, 10000.000000
3.000000, 0.250000, 0.250000, 70351772.000000, 0.000000, 15.000000, 10000.000000
3.000000, 0.250000, 0.250000, 36098070.000000, 0.000000, 14.000000, 10000.000000
3.000000, 0.250000, 0.250000, 7724080.000000, 0.000000, 16.000000, 10000.000000
3.000000, 0.250000, 0.250000, 97099103.000000, 0.000000, 15.000000, 10000.000000
3.000000, 0.250000, 0.250000, 45123060.000000, 0.000000, 16.000000, 10000.000000
3.000000, 0.250000, 0.250000, 89418990.000000, 0.000000, 17.000000, 10000.000000
3.000000, 0.250000, 0.250000, 68113981.000000, 0.000000, 15.000000, 10000.000000
3.000000, 0.250000, 0.250000, 78059965.000000, 0.000000, 15.000000, 10000.000000
3.000000, 0.300000, 0.300000, 9835844.000000, 0.000000, 56.000000, 10000.000000
3.000000, 0.300000, 0.300000, 77621648.000000, 0.000000, 49.000000, 10000.000000
3.000000, 0.300000, 0.300000, 65802579.000000, 0.000000, 73.000000, 10000.000000
3.000000, 0.300000, 0.300000, 44448965.000000, 0.000000, 69.000000, 10000.000000
3.000000, 0.300000, 0.300000, 43868507.000000, 0.000000, 56.000000, 10000.000000
3.000000, 0.300000, 0.300000, 86001193.000000, 0.424000, 41.000000, 10000.000000
3.000000, 0.300000, 0.300000, 9508618.000000, 0.000000, 75.000000, 10000.000000
3.000000, 0.300000, 0.300000, 70039434.000000, 0.000000, 48.000000, 10000.000000
3.000000, 0.300000, 0.300000, 20945483.000000, 0.503300, 59.000000, 10000.000000
3.000000, 0.300000, 0.300000, 10323557.000000, 0.000000, 64.000000, 10000.000000
3.000000, 0.300000, 0.300000, 53121418.000000, 0.000000, 53.000000, 10000.000000
3.000000, 0.300000, 0.300000, 97586611.000000, 0.000000, 66.000000, 10000.000000
3.000000, 0.300000, 0.300000, 73839483.000000, 0.000000, 50.000000, 10000.000000
3.000000, 0.300000, 0.300000, 76352829.000000, 0.000000, 57.000000, 10000.000000
3.000000, 0.300000, 0.300000, 72030249.000000, 0.000000, 58.000000, 10000.000000
3.000000, 0.300000, 0.300000, 78820365.000000, 0.439800, 53.000000, 10000.000000
3.000000, 0.300000, 0.300000, 51809430.000000, 0.000000, 68.000000, 10000.000000
3.000000, 0.300000, 0.300000, 13683249.000000, 0.422300, 64.000000, 10000.000000
3.000000, 0.300000, 0.300000, 84135073.000000, 0.000000, 74.000000, 10000.000000
3.000000, 0.300000, 0.300000, 45588207.000000, 0.501100, 45.000000, 10000.000000
3.000000, 0.300000, 0.300000, 50534839.000000, 0.000000, 70.000000, 10000.000000
3.000000, 0.300000, 0.300000, 37709004.000000, 0.457200, 81.000000, 10000.000000
3.000000, 0.300000, 0.300000, 19072413.000000, 0.000000, 51.000000, 10000.000000
3.000000, 0.300000, 0.300000, 92749732.000000, 0.000000, 62.000000, 10000.000000
3.000000, 0.300000, 0.300000, 78375177.000000, 0.000000, 66.000000, 10000.000000
3.000000, 0.300000, 0.300000, 64742646.000000, 0.000000, 76.000000, 10000.000000
3.000000, 0.300000, 0.300000, 40839021.000000, 0.000000, 40.000000, 10000.000000
3.000000, 0.300000, 0.300000, 82453398.000000, 0.000000, 53.000000, 10000.000000
3.000000, 0.300000, 0.300000, 54997482.000000, 0.000000, 58.000000, 10000.000000
3.000000, 0.300000, 0.300000, 44898005.000000, 0.000000, 46.000000, 10000.000000
3.000000, 0.300000, 0.300000, 45595495.000000, 0.440000, 61.000000, 10000.000000
3.000000, 0.300000, 0.300000, 23496633.000000, 0.453400, 44.000000, 10000.000000
3.000000, 0.300000, 0.300000, 10121455.000000, 0.000000, 49.000000, 10000.000000
3.000000, 0.300000, 0.300000, 55903893.000000, 0.000000, 47.000000, 10000.000000
3.000000, 0.300000, 0.300000, 88901093.000000, 0.000000, 58.000000, 10000.000000
3.000000, 0.300000, 0.300000, 7317908.000000, 0.000000, 45.000000, 10000.000000
3.000000, 0.300000, 0.300000, 85970837.000000, 0.000000, 57.000000, 10000.000000
3.000000, 0.300000, 0.300000, 82935485.000000, 0.000000, 53.000000, 10000.000000
3.000000, 0.300000, 0.300000, 28399209.000000, 0.000000, 50.000000, 10000.000000
3.000000, 0.300000, 0.300000, 63534774.000000, 0.000000, 60.000000, 10000.000000
3.000000, 0.300000, 0.300000, 17357678.000000, 0.000000, 65.000000, 10000.000000
3.000000, 0.300000, 0.300000, 76050685.000000, 0.000000, 73.000000, 10000.000000
3.000000, 0.300000, 0.300000, 70351772.000000, 0.000000, 85.000000, 10000.000000
3.000000, 0.300000, 0.300000, 36098070.000000, 0.442900, 39.000000, 10000.000000
3.000000, 0.300000, 0.300000, 7724080.000000, 0.000000, 79.000000, 10000.000000
3.000000, 0.300000, 0.300000, 97099103.000000, 0.449600, 58.000000, 10000.000000
3.000000, 0.300000, 0.300000, 45123060.000000, 0.000000, 49.000000, 10000.000000
3.000000, 0.300000, 0.300000, 89418990.000000, 0.000000, 89.000000, 10000.000000
3.000000, 0.300000, 0.300000, 68113981.000000, 0.000000, 66.000000, 10000.000000
3.000000, 0.300000, 0.300000, 78059965.000000, 0.000000, 87.000000, 10000.000000
3.000000, 0.305000, 0.305000, 9835844.000000, 0.438500, 73.000000, 10000.000000
3.000000, 0.305000, 0.305000, 77621648.000000, 0.000000, 114.000000, 10000.000000
3.000000, 0.305000, 0.305000, 65802579.000000, 0.539300, 46.000000, 10000.000000
3.000000, 0.305000, 0.305000, 44448965.000000, 0.548300, 40.000000, 10000.000000
3.000000, 0.305000, 0.305000, 43868507.000000, 0.000000, 78.000000, 10000.000000
3.000000, 0.305000, 0.305000, 86001193.000000, 0.467400, 68.000000, 10000.000000
3.000000, 0.305000, 0.305000, 9508618.000000, 0.588100, 34.000000, 10000.000000
3.000000, 0.305000, 0.305000, 70039434.000000, 0.464700, 67.000000, 10000.000000
3.000000, 0.305000, 0.305000, 20945483.000000, 0.574600, 38.000000, 10000.000000
3.000000, 0.305000, 0.305000, 10323557.000000, 0.489300, 71.000000, 10000.000000
3.000000, 0.305000, 0.305000, 53121418.000000, 0.516900, 29.000000, 10000.000000
3.000000, 0.305000, 0.305000, 97586611.000000, 0.000000, 54.000000, 10000.000000
3.000000, 0.305000, 0.305000, 73839483.000000, 0.503000, 39.000000, 10000.000000
3.000000, 0.305000, 0.305000, 76352829.000000, 0.473200, 48.000000, 10000.000000
3.000000, 0.305000, 0.305000, 72030249.000000, 0.457500, 55.000000, 10000.000000
3.000000, 0.305000, 0.305000, 78820365.000000, 0.538200, 57.000000, 10000.000000
3.000000, 0.305000, 0.305000, 51809430.000000, 0.502600, 31.000000, 10000.000000
3.000000, 0.305000, 0.305000, 13683249.000000, 0.553800, 49.000000, 10000.000000
3.000000, 0.305000, 0.305000, 84135073.000000, 0.526500, 39.000000, 10000.000000
3.000000, 0.305000, 0.305000, 45588207.000000, 0.570900, 28.000000, 10000.000000
3.000000, 0.305000, 0.305000, 50534839.000000, 0.498300, 40.000000, 10000.000000
3.000000, 0.305000, 0.305000, 37709004.000000, 0.572500, 34.000000, 10000.000000
3.000000, 0.305000, 0.305000, 19072413.000000, 0.535300, 34.000000, 10000.000000
3.000000, 0.305000, 0.305000, 92749732.000000, 0.516100, 44.000000, 10000.000000
3.000000, 0.305000, 0.305000, 78375177.000000, 0.000000, 92.000000, 10000.000000
3.000000, 0.305000, 0.305000, 64742646.000000, 0.535400, 32.000000, 10000.000000
3.000000, 0.305000, 0.305000, 40839021.000000, 0.493000, 64.000000, 10000.000000
3.000000, 0.305000, 0.305000, 82453398.000000, 0.394700, 88.000000, 10000.000000
3.000000, 0.305000, 0.305000, 54997482.000000, 0.522600, 35.000000, 10000.000000
3.000000, 0.305000, 0.305000, 44898005.000000, 0.000000, 67.000000, 10000.000000
3.000000, 0.305000, 0.305000, 45595495.000000, 0.538800, 48.000000, 10000.000000
3.000000, 0.305000, 0.305000, 23496633.000000, 0.483400, 56.000000, 10000.000000
3.000000, 0.305000, 0.305000, 10121455.000000, 0.505500, 57.000000, 10000.000000
3.000000, 0.305000, 0.305000, 55903893.000000, 0.474100, 59.000000, 10000.000000
3.000000, 0.305000, 0.305000, 88901093.000000, 0.543000, 33.000000, 10000.000000
3.000000, 0.305000, 0.305000, 7317908.000000, 0.000000, 80.000000, 10000.000000
3.000000, 0.305000, 0.305000, 85970837.000000, 0.000000, 57.000000, 10000.000000
3.000000, 0.305000, 0.305000, 82935485.000000, 0.590600, 25.000000, 10000.000000
3.000000, 0.305000, 0.305000, 28399209.000000, 0.544900, 26.000000, 10000.000000
3.000000, 0.305000, 0.305000, 63534774.000000, 0.576300, 28.000000, 10000.000000
3.000000, 0.305000, 0.305000, 17357678.000000, 0.518100, 43.000000, 10000.000000
3.000000, 0.305000, 0.305000, 76050685.000000, 0.529400, 36.000000, 10000.000000
3.000000, 0.305000, 0.305000, 70351772.000000, 0.561000, 36.000000, 10000.000000
3.000000, 0.305000, 0.305000, 36098070.000000, 0.472100, 46.000000, 10000.000000
3.000000, 0.305000, 0.305000, 7724080.000000, 0.565500, 29.000000, 10000.000000
3.000000, 0.305000, 0.305000, 97099103.000000, 0.509700, 67.000000, 10000.000000
3.000000, 0.305000, 0.305000, 45123060.000000, 0.000000, 69.000000, 10000.000000
3.000000, 0.305000, 0.305000, 89418990.000000, 0.513600, 30.000000, 10000.000000
3.000000, 0.305000, 0.305000, 68113981.000000, 0.491800, 88.000000, 10000.000000
3.000000, 0.305000, 0.305000, 78059965.000000, 0.552400, 27.000000, 10000.000000
3.000000, 0.310000, 0.310000, 9835844.000000, 0.517700, 49.000000, 10000.000000
3.000000, 0.310000, 0.310000, 77621648.000000, 0.599600, 29.000000, 10000.000000
3.000000, 0.310000, 0.310000, 65802579.000000, 0.626900, 20.000000, 10000.000000
3.000000, 0.310000, 0.310000, 44448965.000000, 0.592100, 24.000000, 10000.000000
3.000000, 0.310000, 0.310000, 43868507.000000, 0.606800, 30.000000, 10000.000000
3.000000, 0.310000, 0.310000, 86001193.000000, 0.568200, 45.000000, 10000.000000
3.000000, 0.310000, 0.310000, 9508618.000000, 0.613300, 29.000000, 10000.000000
3.000000, 0.310000, 0.310000, 70039434.000000, 0.532100, 36.000000, 10000.000000
3.000000, 0.310000, 0.310000, 20945483.000000, 0.621600, 24.000000, 10000.000000
3.000000, 0.310000, 0.310000, 10323557.000000, 0.616000, 20.000000, 10000.000000
3.000000, 0.310000, 0.310000, 53121418.000000, 0.564700, 43.000000, 10000.000000
